text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
I was disgusted when I was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting.|5|3|0.00629|0.0172|0.10033|0.15386|0.00853|0.01022|0.00783|0.0086|0.00317|0.04135|0.02052|0.48382|0.06865|0.00315|0.0727|0.01255|0.00534|0.00565|0.00799|0.01043|0.00815|0.00317|0.01433|0.00379|0.01556|0.03879|0.00623|0.04932|0.8687|0.00182|0.00069|0.02788|0.01924|0.00165|
I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects.|6|4|0.00598|0.05586|0.03051|0.04428|0.0125|0.00911|0.01869|0.01797|0.00678|0.07692|0.0295|0.14869|0.23131|0.00871|0.05886|0.02057|0.01432|0.01122|0.01474|0.02362|0.00622|0.00449|0.03556|0.00858|0.25357|0.2324|0.03413|0.03035|0.05975|0.00551|0.00101|0.69151|0.2945|0.00434|
I felt guilty when the truth was known about my impregnating the girl we were staying with.|7|3|0.00379|0.02575|0.02021|0.02704|0.02017|0.01626|0.01935|0.01919|0.01525|0.0756|0.01807|0.0192|0.06885|0.01108|0.02039|0.02101|0.01462|0.01304|0.01028|0.01662|0.00775|0.00409|0.04587|0.0091|0.55856|0.41922|0.02648|0.03173|0.98355|0.00307|0.00153|0.00627|0.01006|0.00181|
It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.|1|4|0.041|0.02498|0.00404|0.0084|0.02612|0.01514|0.00583|0.00567|0.00606|0.00965|0.00924|0.0046|0.00503|0.10694|0.00278|0.03028|0.0032|0.73254|0.0219|0.00341|0.00803|0.00527|0.00979|0.01224|0.0029|0.01929|0.01017|0.05248|0.00301|0.98962|0.00487|0.00593|0.00207|0.00248|
I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago.|2|4|0.0029|0.00509|0.01094|0.04182|0.04389|0.03831|0.00997|0.00473|0.0176|0.07869|0.01184|0.02492|0.01283|0.00532|0.21988|0.00716|0.00363|0.00307|0.00448|0.02773|0.01874|0.00368|0.07126|0.00509|0.01024|0.06597|0.00577|0.36718|0.01019|0.0075|0.00154|0.1436|0.81205|0.00266|
I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine.|3|4|0.00238|0.00757|0.00774|0.0358|0.05702|0.00546|0.00966|0.00253|0.02221|0.17848|0.12208|0.00713|0.01031|0.00219|0.00488|0.00121|0.00233|0.00333|0.03717|0.00476|0.00806|0.00216|0.08308|0.0034|0.00707|0.08844|0.00352|0.32027|0.01271|0.01777|0.00772|0.93332|0.11065|0.00377|
It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.|4|4|0.01362|0.00444|0.00143|0.00745|0.10531|0.0102|0.00436|0.00213|0.02018|0.04128|0.00464|0.00197|0.00279|0.01069|0.00401|0.00169|0.0018|0.01214|0.01168|0.00409|0.01995|0.0031|0.10238|0.00336|0.00207|0.03417|0.00471|0.58043|0.70118|0.03033|0.00047|0.05369|0.01262|0.00122|
My first day to work in hospital, when I was dressing wounds I was disgusted when I came across one wound with a very bad smell.|5|2|0.00581|0.0082|0.10437|0.17837|0.00587|0.01017|0.00675|0.00788|0.00313|0.09721|0.02569|0.30238|0.07823|0.00262|0.03548|0.00712|0.0052|0.0053|0.005|0.00862|0.0058|0.00264|0.01379|0.00333|0.02451|0.09162|0.00674|0.03128|0.00867|0.01015|0.00768|0.98999|0.00834|0.00676|
One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed.|6|3|0.01068|0.02529|0.01799|0.02796|0.01162|0.01206|0.01076|0.00963|0.00637|0.09539|0.01827|0.05916|0.13816|0.00997|0.04204|0.01909|0.01378|0.01319|0.01329|0.0225|0.00618|0.00463|0.02353|0.00872|0.2373|0.53612|0.01983|0.02904|0.99283|0.00365|0.00319|0.00352|0.00532|0.00359|
I felt guilty one day when I was accused of running away from classes and I was caught.|7|3|0.0049|0.01726|0.02009|0.02001|0.01708|0.01716|0.01378|0.01473|0.01226|0.06953|0.01674|0.01874|0.05941|0.01302|0.02844|0.02105|0.01336|0.01149|0.00935|0.01642|0.0076|0.00409|0.03372|0.00793|0.49842|0.50148|0.03052|0.03718|0.9733|0.00352|0.00135|0.00437|0.01855|0.00165|
It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.|1|4|0.00127|0.00184|0.00667|0.02153|0.02423|0.01203|0.00386|0.00303|0.01583|0.03853|0.01165|0.00421|0.00303|0.00291|0.00357|0.00108|0.0011|0.00299|0.00346|0.00282|0.00884|0.0017|0.0447|0.00209|0.00293|0.03411|0.00254|0.86904|0.09633|0.00669|0.00122|0.79295|0.01555|0.0011|
When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night.|2|4|0.00889|0.01861|0.01204|0.01973|0.01174|0.01464|0.00497|0.00503|0.01258|0.09787|0.00695|0.0198|0.02557|0.01486|0.06113|0.01064|0.00737|0.01706|0.02054|0.02895|0.00684|0.00605|0.03057|0.00783|0.0209|0.61029|0.00977|0.25269|0.01038|0.01114|0.00263|0.42874|0.89221|0.00962|
It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.|3|3|0.00529|0.00731|0.00249|0.00786|0.02139|0.01686|0.00983|0.01011|0.03744|0.03025|0.0024|0.0028|0.00507|0.04365|0.00853|0.00494|0.00356|0.04364|0.01486|0.01148|0.01933|0.00594|0.0828|0.00645|0.0051|0.03894|0.01705|0.6291|0.00262|0.62681|0.00396|0.20416|0.07683|0.00304|
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.|4|4|0.00849|0.01086|0.01351|0.04005|0.03991|0.02633|0.00361|0.00306|0.01194|0.13077|0.00775|0.01559|0.0202|0.01|0.01875|0.00663|0.00621|0.01888|0.01101|0.01714|0.00517|0.00589|0.05345|0.00833|0.03039|0.45868|0.00841|0.2875|0.28911|0.00541|0.00083|0.54866|0.05406|0.00185|
It was when my father beat my mother while she was ill for three weeks and now she was recovering.|5|4|0.00698|0.00672|0.01175|0.02055|0.01776|0.02401|0.00443|0.00416|0.02355|0.12967|0.00644|0.01044|0.01366|0.01239|0.03283|0.00639|0.00653|0.01397|0.01266|0.01946|0.01304|0.00614|0.04439|0.00709|0.0239|0.59882|0.01064|0.35195|0.25893|0.00414|0.00064|0.12904|0.28971|0.00213|
When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again.|6|4|0.00105|0.00124|0.00457|0.02487|0.02971|0.00487|0.00651|0.00233|0.00367|0.02705|0.05373|0.00222|0.0017|0.00123|0.00106|0.00041|0.00042|0.00106|0.00163|0.0009|0.00417|0.00067|0.02991|0.00103|0.00104|0.00853|0.00175|0.87292|0.01309|0.09917|0.01068|0.45131|0.0165|0.00082|
The time I was at secondary school during the holiday I appeared to my father while heavily drunk and I talked nonsense like in some sort of carefree.|7|4|0.00207|0.04941|0.29542|0.63681|0.013|0.00851|0.02013|0.01416|0.00649|0.06402|0.05781|0.08514|0.03362|0.00355|0.00737|0.00294|0.00382|0.00761|0.00199|0.00576|0.00695|0.00293|0.03176|0.0036|0.01157|0.01543|0.00791|0.1184|0.00402|0.98585|0.00393|0.01823|0.00518|0.00311|
This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me.|1|2|0.04862|0.00212|0.0017|0.00521|0.09703|0.11384|0.00277|0.00374|0.06182|0.01026|0.00382|0.00113|0.00192|0.03495|0.00227|0.10699|0.00223|0.06873|0.00631|0.00226|0.24064|0.00385|0.02362|0.00748|0.00377|0.00566|0.01207|0.05433|0.00204|0.94169|0.02695|0.00458|0.00237|0.00262|
When I was travelling at night.|2|3|0.00261|0.00299|0.00251|0.00588|0.01041|0.00446|0.01293|0.01043|0.00239|0.00368|0.00295|0.00139|0.00121|0.00606|0.00124|0.00123|0.00055|0.00413|0.00135|0.00125|0.00593|0.00103|0.01727|0.0014|0.00086|0.00347|0.00499|0.93186|0.00657|0.02888|0.00369|0.51853|0.72667|0.01147|
I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster.|3|3|0.00284|0.00534|0.00493|0.03191|0.06355|0.00539|0.03769|0.00598|0.01869|0.19036|0.04407|0.00598|0.01188|0.00708|0.00933|0.00264|0.00369|0.00397|0.00272|0.00834|0.00991|0.00356|0.25526|0.00478|0.01311|0.05987|0.01987|0.43139|0.00953|0.05255|0.00213|0.81822|0.22281|0.00616|
When I was at school.|4|2|0.00485|0.00262|0.00182|0.00391|0.01339|0.0029|0.00562|0.00404|0.0022|0.00336|0.00269|0.00107|0.00106|0.00489|0.00093|0.00095|0.00047|0.00284|0.0019|0.00089|0.0054|0.00087|0.01597|0.00099|0.00064|0.00325|0.00332|0.93404|0.0082|0.02549|0.00363|0.64782|0.66758|0.0104|
One of those days when I was going to school with my brother and he annoyed me.|5|3|0.00598|0.01179|0.37481|0.4779|0.0059|0.01208|0.00656|0.00794|0.00454|0.05029|0.02445|0.10611|0.02416|0.00268|0.00818|0.00452|0.00272|0.00696|0.00262|0.0037|0.00867|0.0023|0.01112|0.0026|0.01014|0.01397|0.00498|0.0311|0.00802|0.00818|0.00705|0.9886|0.00925|0.00589|
This was when one of the Clinical officers scolded us in the hospital on how to make beds but we did not deserve to be scolded.|6|2|0.01057|0.00622|0.10429|0.15791|0.00958|0.00812|0.00693|0.00435|0.00366|0.08508|0.17238|0.04467|0.02515|0.00275|0.00438|0.01229|0.00369|0.00377|0.00221|0.00244|0.00351|0.00226|0.01532|0.00387|0.02396|0.09513|0.005|0.07345|0.02987|0.008|0.00461|0.9799|0.00437|0.00496|
NO RESPONSE.|7|0|0.00523|0.00233|0.01346|0.03562|0.03098|0.0071|0.01053|0.00279|0.00179|0.01685|0.42598|0.0066|0.00381|0.00294|0.00309|0.00274|0.00092|0.00338|0.00292|0.00146|0.00376|0.00125|0.01241|0.00218|0.00114|0.00625|0.00477|0.57052|0.02686|0.06478|0.0038|0.56479|0.22716|0.00538|
That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.|1|4|0.06654|0.01638|0.00267|0.00593|0.02262|0.0117|0.00433|0.0052|0.00758|0.0115|0.0042|0.00331|0.00465|0.2183|0.00354|0.03372|0.00408|0.57702|0.01322|0.00462|0.00898|0.00771|0.01841|0.01076|0.00354|0.02564|0.03319|0.08673|0.00458|0.98679|0.00429|0.00522|0.00286|0.00297|
Fear came towards the end of May when the P.T.S. results were out after hearing the failure of my fellow three friends.|2|4|0.00493|0.01668|0.01012|0.01592|0.05201|0.05632|0.02075|0.00947|0.01376|0.03834|0.01465|0.02978|0.0188|0.01706|0.57152|0.01842|0.00621|0.00883|0.01075|0.06605|0.03848|0.00525|0.04132|0.00806|0.01741|0.06433|0.01979|0.13419|0.17933|0.0065|0.00059|0.05981|0.50033|0.00179|
I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.|3|4|0.00432|0.01354|0.67305|0.3464|0.00392|0.01254|0.00491|0.00582|0.00879|0.03188|0.02795|0.0447|0.01316|0.00316|0.00496|0.00447|0.0026|0.00759|0.00429|0.00257|0.01102|0.00208|0.00833|0.00232|0.00996|0.02504|0.00523|0.04908|0.01085|0.01035|0.00533|0.98772|0.01546|0.00477|
This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away.|4|4|0.00469|0.00739|0.00238|0.00999|0.04571|0.0162|0.016|0.00737|0.02967|0.07104|0.00367|0.00627|0.01135|0.01998|0.06102|0.00565|0.00462|0.00953|0.00571|0.02468|0.03153|0.00523|0.16368|0.00688|0.0212|0.1195|0.02978|0.19838|0.87099|0.00269|0.0025|0.00803|0.02949|0.00138|
A condition in which I was disgusted followed when I lost money on my way home from the college.|5|4|0.00414|0.00645|0.16678|0.25047|0.00602|0.00772|0.00476|0.00426|0.00488|0.14292|0.04119|0.18133|0.05766|0.00193|0.02067|0.00406|0.00448|0.00383|0.00523|0.00657|0.0051|0.00266|0.01663|0.00325|0.01967|0.13334|0.00523|0.05534|0.01152|0.0086|0.00687|0.9898|0.01164|0.00582|
I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much.|6|4|0.01021|0.06343|0.02065|0.035|0.0191|0.00896|0.01223|0.00766|0.00898|0.12728|0.03534|0.07272|0.13945|0.00706|0.05166|0.01538|0.01312|0.01106|0.04833|0.02695|0.00564|0.00497|0.03276|0.00872|0.1426|0.63478|0.01225|0.02535|0.77285|0.00592|0.08966|0.00612|0.00186|0.00114|
I once felt guilty when a certain passenger in the same (ship, plane ?) which I boarded when coming from home lost his 10t which in fact fell into my pocket unknowingly.|7|4|0.00264|0.01513|0.02186|0.03176|0.01662|0.01211|0.0248|0.02542|0.01469|0.10188|0.02056|0.01963|0.06845|0.00903|0.02243|0.01382|0.01209|0.0087|0.00669|0.01607|0.0063|0.00371|0.05413|0.00706|0.4803|0.36784|0.03192|0.04336|0.9911|0.00402|0.00242|0.00327|0.00607|0.0026|
It was when I was selected to go to a Secondary school to start form I.|1|4|0.00568|0.00212|0.00109|0.00346|0.07305|0.00418|0.01246|0.00691|0.01545|0.00593|0.00336|0.00074|0.00087|0.00766|0.00142|0.00101|0.00076|0.00362|0.0038|0.00109|0.03486|0.00118|0.0564|0.00144|0.00092|0.003|0.0038|0.74366|0.00641|0.92819|0.00398|0.05764|0.02021|0.0039|
It was when I stepped on a python (snake) unknowingly while it was sleeping near a baobab tree.|2|4|0.00164|0.00669|0.00871|0.02629|0.02943|0.00869|0.01344|0.0074|0.01481|0.07926|0.00833|0.01277|0.01343|0.01223|0.04238|0.00353|0.00369|0.00813|0.00504|0.01878|0.00665|0.00445|0.14547|0.00491|0.01255|0.08789|0.03784|0.68409|0.01239|0.01174|0.00218|0.33437|0.83787|0.00832|
It was when my friend had stolen my money (K10) and had disappeared.|3|4|0.00202|0.00245|0.00256|0.00746|0.01834|0.00435|0.00978|0.00639|0.00661|0.01774|0.00285|0.00238|0.00291|0.00614|0.00456|0.00137|0.00121|0.00326|0.00218|0.00317|0.00709|0.00162|0.06982|0.00189|0.00398|0.02296|0.00739|0.85302|0.05244|0.00372|0.00072|0.31972|0.24918|0.00195|
It was when my father was taken into detention by the CIDS for two years for a reason I don't know up to now.|4|4|0.00082|0.00777|0.00436|0.02825|0.01516|0.00329|0.18155|0.01658|0.0042|0.04232|0.07995|0.00439|0.00472|0.00323|0.00457|0.00122|0.00146|0.00215|0.0008|0.00332|0.00758|0.00125|0.08322|0.00273|0.00486|0.02035|0.00961|0.51926|0.0448|0.00883|0.0011|0.55279|0.37717|0.0038|
It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin.|5|3|0.00189|0.0082|0.00445|0.01999|0.03636|0.00864|0.01196|0.00494|0.00925|0.04403|0.00579|0.01497|0.01169|0.00624|0.03726|0.00361|0.00282|0.00463|0.0046|0.01325|0.00866|0.00305|0.11076|0.00384|0.011|0.08077|0.00779|0.68765|0.03237|0.00535|0.00172|0.82266|0.30743|0.00385|
It was when my father caught me with a girl in dark corners and asked me what I was doing there.|6|2|0.00317|0.0042|0.00297|0.0135|0.01921|0.00226|0.06049|0.04041|0.00561|0.0129|0.00284|0.00188|0.00268|0.01086|0.00258|0.00073|0.00125|0.0035|0.00187|0.003|0.00347|0.00174|0.08849|0.0018|0.00318|0.00873|0.02422|0.68673|0.00563|0.00991|0.00272|0.66564|0.69708|0.0103|
It was when I injured a friend accidentally with a stone. It made a cut on the cheeks which resulted in suturing.|7|3|0.00342|0.00351|0.00476|0.01854|0.02862|0.00833|0.00477|0.00218|0.00797|0.08809|0.00717|0.01308|0.00889|0.00375|0.03025|0.00248|0.00229|0.00289|0.00389|0.00879|0.00749|0.00251|0.0675|0.00304|0.00803|0.16217|0.00445|0.55805|0.1766|0.00806|0.00101|0.07099|0.60813|0.00563|
Time had struck 8 o'clock when I heard from the radio that I had been selected to Robert Blake Secondary School for Form I. I was very happy for the selection. My parents and I were very happy and full of joy.|1|3|0.0555|0.0133|0.00364|0.00686|0.02759|0.01868|0.00599|0.00725|0.00787|0.00885|0.00831|0.00335|0.0039|0.14425|0.00247|0.04273|0.00332|0.72336|0.02325|0.00306|0.01334|0.00584|0.00952|0.01255|0.0025|0.01323|0.01266|0.04947|0.00332|0.98923|0.00427|0.00692|0.00263|0.00241|
My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.|2|3|0.01471|0.01568|0.01394|0.0213|0.06085|0.0396|0.02146|0.01212|0.01176|0.02652|0.01535|0.06251|0.02114|0.01655|0.68148|0.01954|0.00634|0.00698|0.01491|0.04556|0.05103|0.0057|0.03278|0.00673|0.01119|0.02636|0.02433|0.09105|0.00927|0.0126|0.00652|0.01076|0.98601|0.01069|
I felt very angry after one driver had run over my beloved niece.|3|3|0.0059|0.01814|0.50942|0.14676|0.00399|0.01587|0.00606|0.00838|0.01131|0.04376|0.01546|0.04435|0.03135|0.00592|0.01122|0.01275|0.00537|0.01025|0.00619|0.00567|0.01236|0.00298|0.01097|0.00391|0.06471|0.10122|0.01087|0.01492|0.00617|0.00581|0.00937|0.98682|0.00764|0.00456|
I was away to school (Primary). In my abscence my young brother at home got sick suddenly. My parents took him to hospital. On the way he died. It came to me as a sad, sudden and shocking news and I felt very sad.|4|4|0.01703|0.01067|0.01121|0.01326|0.01056|0.01323|0.00825|0.00678|0.01188|0.13261|0.01459|0.00988|0.02271|0.01481|0.01834|0.01055|0.0089|0.01772|0.01351|0.0133|0.00909|0.00455|0.02241|0.00787|0.06565|0.82182|0.01557|0.04877|0.98671|0.00281|0.00295|0.00335|0.00582|0.00255|
I felt disgusted when I went to one of the Central hospitals where my hope of getting good treatment was turned down by one of the doctors who said I was alright despite my feeling pain.|5|2|0.00756|0.00828|0.06128|0.10763|0.00957|0.0185|0.0065|0.00583|0.00608|0.16907|0.03065|0.21638|0.10659|0.00372|0.07461|0.01707|0.00877|0.00958|0.00919|0.0176|0.00902|0.00362|0.01841|0.00621|0.05414|0.2708|0.00812|0.01531|0.00824|0.00841|0.00625|0.98966|0.00837|0.00689|
I was in my room, I just heard that my Uncle had been caught in somebody's house with somebody's wife. He had to appear in court. I went to see what would happen to him.|6|2|0.00252|0.0022|0.00239|0.00674|0.0071|0.00217|0.02324|0.03875|0.00271|0.00351|0.00212|0.00095|0.00096|0.00438|0.00086|0.00065|0.00049|0.00153|0.00099|0.00084|0.00439|0.00078|0.01828|0.0009|0.00095|0.00272|0.00576|0.87186|0.01241|0.01023|0.00163|0.32417|0.73688|0.00736|
I felt guilty after hearing that my girlfriend with whom I had spent most of my time was pregnant.|7|2|0.00383|0.01359|0.01861|0.02036|0.0144|0.01632|0.01354|0.01518|0.01063|0.06538|0.01395|0.0165|0.05253|0.01081|0.02425|0.02208|0.01134|0.01244|0.00832|0.01537|0.00707|0.00354|0.02572|0.0075|0.39014|0.50385|0.02338|0.03488|0.98557|0.00343|0.00214|0.00283|0.01016|0.00212|
When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.|1|4|0.00732|0.00215|0.00145|0.00487|0.08865|0.00618|0.01071|0.00624|0.02581|0.01096|0.00322|0.00103|0.00124|0.00984|0.00243|0.00115|0.0011|0.00507|0.00346|0.00173|0.0385|0.00167|0.08574|0.00202|0.00164|0.00639|0.00583|0.63691|0.0041|0.9719|0.00318|0.02768|0.01212|0.0046|
When I heard that there is teasing and bulling at Secondary School.|2|3|0.00153|0.29783|0.02391|0.09517|0.01101|0.00206|0.01148|0.0082|0.00269|0.00809|0.01456|0.00566|0.00352|0.00352|0.00116|0.00047|0.00091|0.00618|0.00136|0.00135|0.00319|0.00097|0.01852|0.00129|0.00161|0.00395|0.00514|0.41258|0.00148|0.00738|0.03052|0.85446|0.03542|0.00587|
When I heard that I was not to be provided with another pair of medical uniform.|3|2|0.00235|0.00239|0.00253|0.00633|0.0097|0.00212|0.0097|0.0029|0.00166|0.00778|0.01868|0.00149|0.0014|0.00304|0.00105|0.00088|0.00047|0.00186|0.00106|0.00094|0.00351|0.00084|0.02278|0.00117|0.00093|0.00558|0.00389|0.94171|0.00416|0.84349|0.00587|0.18025|0.08014|0.00538|
When I heard that my father had passed away.|4|4|0.00235|0.0036|0.00255|0.00562|0.01326|0.00437|0.00639|0.00468|0.01326|0.02735|0.00318|0.00181|0.00254|0.00693|0.00398|0.00102|0.00132|0.00467|0.00343|0.00344|0.01074|0.00184|0.0607|0.00208|0.00326|0.03989|0.00988|0.73889|0.93113|0.00352|0.00129|0.00934|0.01629|0.00132|
When I vomitted a lump of blood.|5|4|0.00332|0.00821|0.01153|0.03163|0.01107|0.00456|0.00508|0.00446|0.00336|0.04119|0.01013|0.05804|0.01544|0.00365|0.04249|0.0043|0.00267|0.00344|0.00456|0.00918|0.00492|0.00255|0.03197|0.00297|0.00608|0.09038|0.00779|0.60108|0.03012|0.00871|0.00119|0.6691|0.45461|0.00579|
When a certain girl I believed to be my life partner refused an engagement.|6|4|0.00183|0.00435|0.00393|0.01837|0.02191|0.00339|0.01978|0.00584|0.02277|0.10062|0.03293|0.00302|0.00525|0.00444|0.00348|0.00101|0.00172|0.00363|0.00345|0.00412|0.00872|0.00216|0.11884|0.00275|0.00497|0.04349|0.00896|0.65188|0.11663|0.00295|0.00125|0.4499|0.10321|0.00108|
